"Word_Problem_ID" "stemsearchedterm" "Lemma" "Category" "Word_Problem"
"" "98" "hi" "36" "masculine" "(9) A person ,  on leaving England ,  exchanged his money for French money at the rate of 25 francs for a sovereign ,  and on arriving at Munich received 135 Bavarian gulden for 300 francs : what was his loss in English money ,  supposing a gulden to be worth is 85 1/2. ?"
"" "146" "hi" "14" "masculine" "(41) A soldier receives 8 1/2d. per day : find the amount of his pay for a year."
"" "147" "hi" "24" "masculine" "(52) A person bought 500 yards of cloth at l5s. 9d. per yard ,  and retailed it at 16s. 3d. per yard : what was his profit ?"
"" "150" "hi" "16" "masculine" "(65) A soldier takes 7920 paces in a march of 3 3/4 miles : find his length of pace."
"" "160" "hi" "11" "masculine" "(99) A man spends £26. 8s. every 30 days ,  and his annual income is  , £400  ;  how much does he save in a year ?"
"" "164" "hi" "14" "masculine" "(112) A ,  B ,  and C start on a tour ,  each with £40 in his pocket ,  and agree to divide their expenses equally. When they return ,  A has £7. p. 6d. ,  B £4. 10s. and C £1. 13s. gd. What ought A and B to pay to C to settle their accounts ?"
"" "192" "hi" "23" "masculine" "(174) A man has £3430 stock in the 3J per cents. at 83! : when the stock rises 2 per cent. he transfers his capital to the 4 per cents. at 98 : find the alteration in his income."
"" "192" "hi" "36" "masculine" "(174) A man has £3430 stock in the 3J per cents. at 83! : when the stock rises 2 per cent. he transfers his capital to the 4 per cents. at 98 : find the alteration in his income."
"" "250" "hi" "25" "masculine" "(275) A person sells ^530 3 per cent. stock at 86 ,  and invests the proceeds at 3J per cent. ,  what is the alteration in his income ?"
"" "261" "hi" "5" "masculine" "(299) A father left his eldest son £5000 more than he left his second son  ;  and the second son 1500 guineas more than he left his third  ;  his property was ^17 , 900. What did each son receive ?"
"" "261" "hi" "13" "masculine" "(299) A father left his eldest son £5000 more than he left his second son  ;  and the second son 1500 guineas more than he left his third  ;  his property was ^17 , 900. What did each son receive ?"
"" "261" "hi" "26" "masculine" "(299) A father left his eldest son £5000 more than he left his second son  ;  and the second son 1500 guineas more than he left his third  ;  his property was ^17 , 900. What did each son receive ?"
"" "261" "hi" "28" "masculine" "(299) A father left his eldest son £5000 more than he left his second son  ;  and the second son 1500 guineas more than he left his third  ;  his property was ^17 , 900. What did each son receive ?"
"" "262" "hi" "17" "masculine" "(304) A bankrupt owes .£4608 ,  and pays 13J. lo|rf. in the pound. How much do his creditors jointly lose?"
"" "272" "hi" "13" "masculine" "(317) A man owns J5 of a mine ,  and sells -1351 of his share  ;  what fraction of the mine has he left ?"
"" "288" "hi" "35" "masculine" "(346) A person invests ^375 at simple interest ,  and at the end of. 3 years and 8 months he finds that he possesses £423. 2s. 6d.  ;  at what rate per cent. per annum was his profit ?"
"" "291" "hi" "28" "masculine" "(354) A person's income is derived from the proceeds of £ , 4550 at a certain rate per cent. ,  and  , £5420 at 1 per cent. more than the former. His whole income is ^45 3. Determine the rates."
"" "296" "hi" "41" "masculine" "(362) A person invests ^10000 in 3 per cents. at 75 ,  and when they rise to 78 he sells out and invests the produce in bank shares at ^208 each ,  which pay a dividend of £8 per share. Show that his income is not altered."
"" "328" "hi" "22" "masculine" "(413) A person invests £5000 in Turkish 6 per cent. stock at 80  ;  find the rate of interest he gets for his money. When his stock has risen to 104 he sells out ,  and buys £20 railway shares at £18 ,  which pay dividend at the rate of 4I per cent. Find the alteration in his income."
"" "328" "hi" "25" "masculine" "(413) A person invests £5000 in Turkish 6 per cent. stock at 80  ;  find the rate of interest he gets for his money. When his stock has risen to 104 he sells out ,  and buys £20 railway shares at £18 ,  which pay dividend at the rate of 4I per cent. Find the alteration in his income."
"" "328" "hi" "55" "masculine" "(413) A person invests £5000 in Turkish 6 per cent. stock at 80  ;  find the rate of interest he gets for his money. When his stock has risen to 104 he sells out ,  and buys £20 railway shares at £18 ,  which pay dividend at the rate of 4I per cent. Find the alteration in his income."
"" "345" "hi" "20" "masculine" "(436) A man ,  by selling out of a 3 per cent. stock at 99 ,  gains 10 per cent. on his investment. At what price did he buy ,  and what was his income ,  supposing that he realized 15345 pounds?"
"" "345" "hi" "31" "masculine" "(436) A man ,  by selling out of a 3 per cent. stock at 99 ,  gains 10 per cent. on his investment. At what price did he buy ,  and what was his income ,  supposing that he realized 15345 pounds?"
"" "347" "hi" "57" "masculine" "(438) An agent has to receive a rent paid in corn from a tenant ,  and to deliver it to the landlord. At each payment he uses ,  so as to benefit himself ,  a false balance ,  such that 9 lb. in one scale balances 10 lb. in the other. Corn being worth 49J. a quarter ,  the value of his plunder is ^46. iu. What is the corn-rent ?"
"" "353" "hi" "40" "masculine" "(446) A person invests the present value of £2358 due two years hence at 4 per cent. in gas-shares ,  which pay at the rate of nine per cent.  ;  he gives £144 for each share of £100 ;  what is his annual income ,  and what rate per cent. does he make of his money invested in the gas-shares ?"
"" "353" "hi" "52" "masculine" "(446) A person invests the present value of £2358 due two years hence at 4 per cent. in gas-shares ,  which pay at the rate of nine per cent.  ;  he gives £144 for each share of £100 ;  what is his annual income ,  and what rate per cent. does he make of his money invested in the gas-shares ?"
"" "367" "hi" "46" "masculine" "(468) A can do a piece of work in 6 days ,  which B can destroy in 4. A has worked for 10 days ,  during the last 5 of which B has been destroying : how many days must A now work alone ,  in order to complete his task ?"
"" "373" "hi" "10" "masculine" "(477) A bankrupt ,  whose effects are worth £201 ,  owes his creditors £133 ,  £212 ,  and  , £325 respectively  ;  what will each receive ?"
"" "378" "hi" "21" "masculine" "(485) A man invested £8063 in the 3 per cents ,  at 91 ,  the brokerage being | per cent.  ;  what will be his clear in come after an income-tax of $d. in the pound is deducted ?"
"" "385" "hi" "18" "masculine" "(493) A person pays one tax of 10d. in the £ ,  and another of 5 per cent. on his income. His remaining income is £545. What was his original income ?"
"" "385" "hi" "20" "masculine" "(493) A person pays one tax of 10d. in the £ ,  and another of 5 per cent. on his income. His remaining income is £545. What was his original income ?"
"" "385" "hi" "27" "masculine" "(493) A person pays one tax of 10d. in the £ ,  and another of 5 per cent. on his income. His remaining income is £545. What was his original income ?"
"" "389" "hi" "30" "masculine" ". (497) A man sells out of the 3 per cent. Consols at 90 ,  and invests the proceeds in the Russian 4 per cents. at par ,  thereby adding £200 to his income. How much of the Russian stock does he hold ?"
"" "419" "hi" "38" "masculine" "(537) A speculator bought 43 shares in a mine at 35I ,  and kept them till they dropped to 1ll ,  when he sold out and bought with the proceeds 6 per cent. railway stock at 28 premium : find his annual income from the latter investment."
"" "433" "hi" "28" "masculine" "(555) The telegraph posts on railways are generally erected at intervals of 60 yards. Shew that if a traveller count the number of the posts ,  which pass his eye in two minutes ,  that number will nearly express in miles per hour the speed of the train ?"
"" "434" "hi" "45" "masculine" "(556) A person sells out of the 3I per cents. at 92^ ,  and realises  , £18550. If he invests two-fifths of the produce in the 4 per cents. at 96 ,  and the remainder in the 3 per cents ,  at 90 ,  find the alteration in his income."
"" "439" "hi" "22" "masculine" "(563) What is the average annual profit of a business ,  when a partner ,  entitled to f of the profits ,  receives as his share for 2 years and 4 months the sum of ^3598. 13s. $d. ?"
"" "440" "hi" "11" "masculine" "(564) If a tradesman adds to the cost price of his goods a profit of 12-! per cent. ,  what is the cost price of an article which he sells for £1. 18s. 3d. ?"
"" "442" "hi" "40" "masculine" "(566) An estate is bought at 25 years' purchase for £15000 ,  two-thirds of the purchase-money remaining at mortgage at 3 per cent. The cost of repairs averages £100 per annum. What interest does the purchaser make on his investment ?"
"" "443" "hi" "12" "masculine" "    (567) A baker's outlay for flour is 70 per cent. of his gross receipts ,  and other trade expenses 20 per cent. The price of flour falls 50 per cent. ,  and other trade expenses are thereby reduced 25 per cent. What reduction should he make in the price of a fivepenny loaf ,  allowing him still to realise the same amount of profit ?"
"" "451" "hi" "10" "masculine" "(575) A person leaves .£12670 to be divided among his five children and three brothers ,  so that ,  after the legacy duty has been paid ,  each child's share shall be twice as great as each brother's. The legacy duty on a child's share being one per cent. ,  and on a brother's three per cent. ,  find what each will receive ?"
"" "466" "hi" "37" "masculine" "(590) A person having £20000 In the 3 per cents. sells out at 94j ,  and invests the produce in bank stock at 225 ,  from which he can get 8y per cent. interest. Find the change in his income."
"" "474" "hi" "44" "masculine" "(603) If 13 solid inches of copper balance 17 of iron ,  and 15 of iron balance 16 of tin ,  and 19 of tin balance 12 of zinc ,  how many solid inches of zinc balance 2470 solid inches oi copper ? (604) A tradesman marks his goods with two prices : the one for ready money ,  the other for 6 months' credit ,  the rate of interest being 5 per cent. per ann.  ;  if the credit price of an article be 6s. iod. ,  what ought its ready-money price to be ?"
"" "475" "hi" "23" "masculine" "(605) A man invests .£3000 in the 3 per cents. at 80  ;  after the funds have risen 4 per cent. he transfers his stock to the 3! per cents. at 96J : what will be the alteration in his income ?"
"" "475" "hi" "38" "masculine" "(605) A man invests .£3000 in the 3 per cents. at 80  ;  after the funds have risen 4 per cent. he transfers his stock to the 3! per cents. at 96J : what will be the alteration in his income ?"
"" "487" "hi" "35" "masculine" "(619) A dealer purchases a liquid at 4s. the gallon ,  and dilutes it with so much water that ,  when he sells the com pound at 3s. a gallon ,  he gains 20 per cent. on his outlay. How much water is there in every gallon of the compound sold?"
"" "493" "hi" "22" "masculine" "(625) A merchant lost a cargo at sea which he had insured  ;  the broker offered him a sum of money for his loss ,  which the merchant refused as being 10 per cent. below the estimated value of his loss  ;  the broker then offered £379. 15-r. more than he offered at first ,  and the whole amount of the second offer was 51 per cent. in excess of the estimated value. What was that value ?"
"" "493" "hi" "38" "masculine" "(625) A merchant lost a cargo at sea which he had insured  ;  the broker offered him a sum of money for his loss ,  which the merchant refused as being 10 per cent. below the estimated value of his loss  ;  the broker then offered £379. 15-r. more than he offered at first ,  and the whole amount of the second offer was 51 per cent. in excess of the estimated value. What was that value ?"
"" "494" "hi" "31" "masculine" "(626) A labourer has to spend $r. cjkd. a week on bread when it is at 6\d. the quartern. If it rises to yd. how much less bread must his family eat in a week ,  so that it may cost him the same as before ?"
"" "496" "hi" "16" "masculine" "(628) By selling tea at 4s. 8d. a pound ,  a grocer clears one-seventh of his outlay  ;  what profit per cent. will he clear by selling the same tea at 5f. a pound ?"
"" "506" "hi" "20" "masculine" "(638) A bankrupt's assets are .£675 ,  out of which he pays 1 5 J. in the pound on half his debts ,  and 12s. on the other half. What is the amount of his debts ?"
"" "506" "hi" "33" "masculine" "(638) A bankrupt's assets are .£675 ,  out of which he pays 1 5 J. in the pound on half his debts ,  and 12s. on the other half. What is the amount of his debts ?"
"" "516" "hi" "36" "masculine" "(649) A person sells out .£1250 stock of 3 per cent. Consols when they are at 96 ,  and invests the proceeds in railway stock at 75 ,  paying an annual dividend of 25 percent. What is his increase of income ?"
"" "520" "hi" "16" "masculine" "(654) A general ,  after losing a battle ,  found that he had only two-thirds of his army left fit for action  ;  one-ninth of the army had been wounded ,  and the remainder ,  2000 men ,  killed or missing  ;  of how many did the army consist before the battle ?"
"" "529" "hi" "40" "masculine" "(666) A spirit merchant buys two sorts of spirits in equal quantities ,  one at a shilling a gallon more than the other : he mixes them and sells the mixture for 16s. 6d. per gallon ,  gaining 10 per cent. on his outlay. What was the price paid per gallon by the merchant ?"
"" "530" "hi" "33" "masculine" "(667) A man buys a farm of 1 50 acres for £4624 ,  and after repairing the buildings lets it at 30*. per acre ,  thereby getting a return of 4! per cent. on his money : how much did he spend on repairs ?"
"" "537" "hi" "7" "masculine" "(675) M invests one-third of his property in bank stock ,  one-sixth in Consols ,  and the remainder in railway shares. When he sells out he makes a profit of 5 per cent. ,  3 per cent. ,  and 2 per cent. respectively on the investments ,  and realises £6190. Required the amount of his property originally."
"" "537" "hi" "52" "masculine" "(675) M invests one-third of his property in bank stock ,  one-sixth in Consols ,  and the remainder in railway shares. When he sells out he makes a profit of 5 per cent. ,  3 per cent. ,  and 2 per cent. respectively on the investments ,  and realises £6190. Required the amount of his property originally."
"" "546" "hi" "42" "masculine" "(685) A merchant buys two butts of wine ,  one for £120 ,  and one for £1 10  ;  he also buys a third ,  and after mixing the three ,  retails the wine at 45 s. a dozen ,  making 12 1/2 per cent. on his outlay : supposing the number of dozens in a butt to be 52 ,  find the price of the third butt."
"" "551" "hi" "39" "masculine" "(690) A grocer buys twice as much black tea as green ,  giving two shillings a pound more for the green than the black  ;  he retails it when mixed at $s. a pound ,  and makes 25 per cent. on his outlay. What did he give for each sort of tea ?"
"" "562" "hi" "7" "masculine" "(702) A person spends f of his income in rent ,  f in household expenses ,  and — in dress. How much has he left ,  supposing his income is ^500 a year ?"
"" "562" "hi" "24" "masculine" "(702) A person spends f of his income in rent ,  f in household expenses ,  and — in dress. How much has he left ,  supposing his income is ^500 a year ?"
"" "563" "hi" "46" "masculine" "(703) A person ,  who has £1900 Russian 4 per cent. stock ,  sells out at 104 ,  and devotes .£962. 13*. to the purchase of 3 per cent. Consols at 95 ,  and lends the rest of the sum realised on mortgage. What interest must he ask for his money ,  that his income may be the same as before ?"
"" "563" "hi" "49" "masculine" "(703) A person ,  who has £1900 Russian 4 per cent. stock ,  sells out at 104 ,  and devotes .£962. 13*. to the purchase of 3 per cent. Consols at 95 ,  and lends the rest of the sum realised on mortgage. What interest must he ask for his money ,  that his income may be the same as before ?"
"" "580" "hi" "45" "masculine" "(720) A man sells out of the 3I per cents ,  at 92* ,  and realises £18550  ;  if he invest one-fifth of the produce in the 4 per cents. at 96 ,  and the remainder in the 3 per cents. at 90 ,  find the alteration in his income."
"" "582" "hi" "34" "masculine" "(723) A person buys a farm of 240 acres for .£6500 ,  and ,  after laying out money on repairs ,  lets it at 24 shillings per acre ,  getting a return of 3J per cent. for his money : how much did he expend on repairs ?"
"" "583" "hi" "5" "masculine" "(724) A man having his property in a railway £100 stock ,  which is at 52! and pays a dividend of if per cent. ,  sells out and invests in the 3 per cents. at 95J. Will he increase or diminish his income ?"
"" "583" "hi" "40" "masculine" "(724) A man having his property in a railway £100 stock ,  which is at 52! and pays a dividend of if per cent. ,  sells out and invests in the 3 per cents. at 95J. Will he increase or diminish his income ?"
"" "587" "hi" "5" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "11" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "16" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "22" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "27" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "34" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "52" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "587" "hi" "60" "masculine" "(728) A man allows his agent 5 per cent. on his gross income for collecting his rents ,  he spends f of his net income in assuring his own life ,  and these portions of his income are in consequence exempt from income-tax. The income-tax being $d. in the pound ,  and his income-tax amounting to £19. 19s. ,  find his gross income."
"" "594" "hi" "30" "masculine" "(736) A man has £5000 stock in the 3 per cents. ,  which he sells ,  and invests the proceeds in the 3i per cents. at 87I. If the increase in his income be £$ ,  what is the price of the 3 per cents. ?"
"" "605" "hi" "26" "masculine" "(747) A person invests .£5187. io*. in the 3 per cents ,  at 83 ,  and when they have risen to 85 ,  he transfers three-fifths of his capital to the 4 per cents. at 96 . find the alteration in his income."
"" "605" "hi" "39" "masculine" "(747) A person invests .£5187. io*. in the 3 per cents ,  at 83 ,  and when they have risen to 85 ,  he transfers three-fifths of his capital to the 4 per cents. at 96 . find the alteration in his income."
"" "609" "hi" "24" "masculine" "(751) If £10. is. 3d. be a person's income-tax at 6d. in the pound ,  how much in the pound is it when his income-tax is £12. 11s. 6*d. ?"
"" "613" "hi" "22" "masculine" "(755) A man invests £ 14970 in the purchase of 3 per cents. at 90 ,  and of 3j per cents. at 97. His total income being  , £500 ,  how much did he invest in each stock ?"
"" "628" "hi" "15" "masculine" "(770) By selling tea at $s. 4d. a pound ,  a grocer clears J of his outlay. He then raises the price to 6s. What does he clear per cent. by the latter price ?"
"" "634" "hi" "20" "masculine" "(776) A bankrupt owes £5 15. 12s. 6d. to A ,  £407 to B ,  and ^293. 6s. 8d. to Cj his estate is worth .£911. 19J. 4id. Find how much the bankrupt can pay in the pound."
"" "635" "hi" "16" "masculine" "(777) If a landlord received £864. ior. as the net rental of an estate ,  after his agent had allowed out-goings at is. o\d. per pound ,  and charged 5 per cent. commission on the remainder ,  what was his gross income ?"
"" "635" "hi" "39" "masculine" "(777) If a landlord received £864. ior. as the net rental of an estate ,  after his agent had allowed out-goings at is. o\d. per pound ,  and charged 5 per cent. commission on the remainder ,  what was his gross income ?"
"" "643" "hi" "51" "masculine" "(785) A grocer sells one kind of tea at zs. 6d. a lb. ,  and loses 5 per cent. ,  and another kind at 3J. 4d. a lb. ,  and gains 14 per cent. He mixes the two together in equal proportions ,  and sells the mixture for 3s. a lb. What is now his gain per cent. ?"
"" "644" "hi" "35" "masculine" "(786) A and B start at the same time from X to Y and from Y to X respectively ,  each walking at the rate of 3! miles an hour. After meeting B ,  A increases his rate to 3J miles an hour ,  and arrives at Y in 2 hours from this time. After meeting A ,  B reduces his rate to 3 miles an hour. In what time will he reach X ?"
"" "644" "hi" "57" "masculine" "(786) A and B start at the same time from X to Y and from Y to X respectively ,  each walking at the rate of 3! miles an hour. After meeting B ,  A increases his rate to 3J miles an hour ,  and arrives at Y in 2 hours from this time. After meeting A ,  B reduces his rate to 3 miles an hour. In what time will he reach X ?"
"" "646" "hi" "27" "masculine" "(788) When the income-tax was ']d. in the pound ,  a person had to pay .£63 less than when it was 14^. in the pound ,  although his income had diminished in the interim by .£225. What was his income at first ?"
"" "646" "hi" "38" "masculine" "(788) When the income-tax was ']d. in the pound ,  a person had to pay .£63 less than when it was 14^. in the pound ,  although his income had diminished in the interim by .£225. What was his income at first ?"
"" "652" "hi" "60" "masculine" "(794) A landlord has an estate that brings him in £3000 a year ,  but this gross income is liable to deductions for rates and repairs to the extent of 12 per cent. He sells it at 26 years' purchase on the gross income ,  and invests the price in the 3 per cents ,  at 975. What difference is caused in his income ?"
"" "654" "hi" "52" "masculine" "(796) A grocer buys ij cwt. of tea at 5*. t\d. per lb. ,  and 2j cwt ,  of tea at 3s. 2 , \d. per lb. ,  and mixes them  ;  he sells i\ cwt. at 4J. 6d. per lb. : at what rate must he sell the remainder to gain 20 per cent. on his outlay ?"
"" "673" "hi" "32" "masculine" "(817) A person possessing £10000 ,  3 per cent. consols ,  sells out when they are at 93$ ,  and invests the proceeds in 4 per cent. stock at 101J : find the change in his income ,  allowing | per cent. commission on each transaction."
"" "678" "hi" "18" "masculine" "(822) A man invests £15040 in 4 per cent. stock at 62!} ,  brokerage J per cent.  ;  determine his income. (823) Find the compound interest on £2073. I5s' f°r 3 years at 4 per cent."
"" "689" "hi" "19" "masculine" "(834) A fishmonger pays £3 per bushel for oysters ,  and sells them at is. 40\". a dozen : find his gain per cent. ,  assuming that a bushel contains 1150 oysters."
"" "691" "hi" "18" "masculine" "(836) A person receives as a legacy .jV of an estate ,  of which he transfers 4. to his son. The son pays £$. 10s. for income-tax (the tax being 6d. in the pound). What was the value of the estate ?"
"" "699" "hi" "60" "masculine" "(844) A person invests ^6825 in the 3 per cents. at 91  ;  he sells out £5000 stock when they have risen to 93I ,  and the remainder when they have fallen to 85. How much does he gain or lose by the transaction ? If he invest the produce in 4! per cent. stock at par ,  what is the difference in his income ?"
"" "701" "hi" "13" "masculine" "(846) A speculator sells at a profit of 75 per cent.  ;  but his purchaser fails ,  and only pays 5J. in the £. How much per cent. does the speculator gain or lose by his venture ?"
"" "701" "hi" "33" "masculine" "(846) A speculator sells at a profit of 75 per cent.  ;  but his purchaser fails ,  and only pays 5J. in the £. How much per cent. does the speculator gain or lose by his venture ?"
"" "702" "hi" "24" "masculine" "(847) A and B run a race. A starts at the rate of 400 yards a minute ,  and in every successive minute diminishes his pace by a yard a minute. B increases his pace by the same ,  and overtakes A in 4 minutes. What was B's pace at starting ?"
"" "702" "hi" "33" "masculine" "(847) A and B run a race. A starts at the rate of 400 yards a minute ,  and in every successive minute diminishes his pace by a yard a minute. B increases his pace by the same ,  and overtakes A in 4 minutes. What was B's pace at starting ?"
"" "709" "hi" "22" "masculine" "(854) Three tramps meet together for a meal : the first has 5 loaves ,  the second 3 ,  and the third ,  who has his share of the bread ,  pays the other two 8 halfpence  ;  how ought they to divide the money ?"
"" "711" "hi" "24" "masculine" "(856) A person invests £5012 in the 3 per cent. consols when they are at 89! ,  the broker's commission being \ per cent. : find his income ,  and the diminution of it arising from the income-tax being increased from qd. to %d. in the pound."
"" "717" "hi" "23" "masculine" "(863) A person has £500 to invest. He lends ^250 to a company ,  which. pays him 5 per cent. per annum for his money  ;  and he buys with the remainder Cape of Good Hope 6 per cent. stock at 105. What income does he receive from each source? In 5 years he is paid off at par ;  find which will have been the better investment."
"" "736" "hi" "31" "masculine" "(884) A man buys 2100 fives balls at the rate of 7 for one shilling ,  and sells them at the rate of 1 2 for half-a-crown  ;  what is his whole gain and also his gain per cent. ?"
"" "736" "hi" "36" "masculine" "(884) A man buys 2100 fives balls at the rate of 7 for one shilling ,  and sells them at the rate of 1 2 for half-a-crown  ;  what is his whole gain and also his gain per cent. ?"
"" "737" "hi" "45" "masculine" "(885) A and B run a mile race : at first A runs 11 yards to B's 10  ;  but after A has run half a mile he tires and runs 9 yards in the time in which he at first ran 11 ,  B running at his original rate. Which wins ,  and by how much ?"
"" "747" "hi" "30" "masculine" "(895) A person has £1170 stock in a 4 per cent. stock ;  he sells out at 90 ,  and buys 6 per cent. stock at io8j : find the change in his income."
"" "749" "hi" "68" "masculine" "(897) The road between two towns A and B ,  distant 1 ;  miles ,  goes over a hill whose summit is 3 miles from A. Two pedestrians set out at the same time from A and B ,  the former going 4 miles an hour uphill ,  and 5f down ,  the latter 3! uphill ,  and 4\ down : how far will the slower one have to walk when the first arrives at his journey's end ?"
"" "769" "hi" "19" "masculine" "(919) A person invests in the 3 per cents. so as to obtain 3j per cent. clear on his investment when there is an income-tax of 6d. in the pound ,  the brokerage being J per cent. At what price must he buy ? What percentage clear will he obtain if the tax is afterwards raised to 1s. 3d. ?"
"" "772" "hi" "11" "masculine" "(924) A bankrupt can pay 6j. 8d. in the if his assets were £500 more he could pay 7s. 4d. Find his debts and his assets."
"" "772" "hi" "22" "masculine" "(924) A bankrupt can pay 6j. 8d. in the if his assets were £500 more he could pay 7s. 4d. Find his debts and his assets."
"" "772" "hi" "25" "masculine" "(924) A bankrupt can pay 6j. 8d. in the if his assets were £500 more he could pay 7s. 4d. Find his debts and his assets."
"" "777" "hi" "39" "masculine" "(929) A person bought a French watch ,  bearing a duty of 25 per cent.  ;  and sold it at a loss of 5 per cent.  ;  had he sold it for £.$ more ,  he would have cleared 1 per cent. on his bargain. What had the French maker for the watch ?"
"" "794" "hi" "8" "masculine" "(946) A gives away in charity {. of his income ,  and pays 5% of it in rates and taxes  ;  with these deductions he has ^473- 13*. ld' left- What is his gross income ?"
"" "794" "hi" "30" "masculine" "(946) A gives away in charity {. of his income ,  and pays 5% of it in rates and taxes  ;  with these deductions he has ^473- 13*. ld' left- What is his gross income ?"
"" "801" "hi" "25" "masculine" "(954) After paying income-tax at the rate of i , d. in the pound ,  a man has ^476. 18j. 4<£ remaining. What sum did his income-tax amount to ?"
"" "811" "hi" "22" "masculine" "(960) A man ,  having lived at the rate of .£500 a year for 6 years ,  finds himself in debt ,  and reduces his expenditure to £450. He is out of debt in 4 years. What is his income ?"
"" "811" "hi" "36" "masculine" "(960) A man ,  having lived at the rate of .£500 a year for 6 years ,  finds himself in debt ,  and reduces his expenditure to £450. He is out of debt in 4 years. What is his income ?"
"" "821" "hi" "13" "masculine" "(970) A man for 5 years spends £40 a year more than his income. If he ,  at the end of that time ,  reduce his expenditure 10 per cent. ,  in 4 years he will have paid off his debts and saved £120. Find his income."
"" "821" "hi" "24" "masculine" "(970) A man for 5 years spends £40 a year more than his income. If he ,  at the end of that time ,  reduce his expenditure 10 per cent. ,  in 4 years he will have paid off his debts and saved £120. Find his income."
"" "821" "hi" "37" "masculine" "(970) A man for 5 years spends £40 a year more than his income. If he ,  at the end of that time ,  reduce his expenditure 10 per cent. ,  in 4 years he will have paid off his debts and saved £120. Find his income."
"" "821" "hi" "43" "masculine" "(970) A man for 5 years spends £40 a year more than his income. If he ,  at the end of that time ,  reduce his expenditure 10 per cent. ,  in 4 years he will have paid off his debts and saved £120. Find his income."
"" "827" "hi" "32" "masculine" "(977) A barters some sugar with B for flour ,  which is worth is. 3d. per stone ,  but uses a false stone-weight of 13! lb.  ;  what value should B set upon his flour ,  that the exchange may be fair ?"
"" "831" "hi" "21" "masculine" "(982) A person has £10666. 1 y. 4d. invested at 5 per cent.  ;  he saves each year one-quarter of his income ,  which he invests at the same rate  ;  what will his income be after 3 years ? "
"" "831" "hi" "32" "masculine" "(982) A person has £10666. 1 y. 4d. invested at 5 per cent.  ;  he saves each year one-quarter of his income ,  which he invests at the same rate  ;  what will his income be after 3 years ? "
"" "839" "hi" "35" "masculine" "(990) A and B barter : A has 59 sheep worth £2. $s. each ,  but insists on £2. 1 2s. 6d. each : B has beer worth 1s. 6d. a gallon : how much must he raise his price so that A gets £98. 3J. 6d. and 18 barrels of beer ? "
"" "846" "hi" "49" "masculine" "(997) A farmer rents a piece of land for ^120 a year. He lays out £625 in buying 50 bullocks. At the end of the year he sells them ,  having expended £12. 10s. in labour. How much per head must he gain by them ,  in order to realise his rent and expenses ,  and 10 per cent. upon his original outlay? "
"" "846" "hi" "58" "masculine" "(997) A farmer rents a piece of land for ^120 a year. He lays out £625 in buying 50 bullocks. At the end of the year he sells them ,  having expended £12. 10s. in labour. How much per head must he gain by them ,  in order to realise his rent and expenses ,  and 10 per cent. upon his original outlay? "
"" "847" "hi" "27" "masculine" "(998) A merchant in London owes another in Petersburg a debt of 460 rubles ,  which must be remitted through Paris. He pays the requisite sum to his broker ,  at a time when the exchange between London and Paris is 23 francs for £1 ,  and between Paris and Petersburg 2 francs for 1 ruble. The remittance is delayed until the rates of exchange are 24 francs for £1 ,  and 3 francs for 2 rubles. What does the broker gain or lose by the transaction ? "
"tempdata" "845" "male" "32" "masculine" "(996) An Australian squatter bought 160 ewes : if one-hall have one lamb ,  three-eighths two lambs ,  and the rest none on a yearly average ,  and of these* three-fifths are males ,  how many sheep will he have at the end of the third lambing-season ,  if the lambs are allowed to breed when two years old ? "
"" "1" "man" "3" "masculine" "(9) A man died in 1868 aged 93  ;  his son died in 1822 at the age of 16. How old was the father when the son was born?"
