"Word_Problem_ID" "stemsearchedterm" "Lemma" "Category" "Word_Problem"
"" "392" "franc" "25" NA "(500) When £170 will purchase 4233 francs ,  what is the course of exchange between London and Paris ? And if 503 gold pieces of 20 francs contain as much pure gold as 400 sovereigns ,  what is the par of exchange between London and Paris ?"
"" "468" "franc" "35" NA "(594) If with a capital of £500 a tradesman gain £50 in 7 months ,  in what time will he gain  , £60. 1oj. with a capital of ^385 ? (595) If the rent of land in France be 130 francs per hectare ,  calculate the rent per acre in English money ,  25 francs being equal to 20 shillings ,  and 100 hectares equal to 247 acres."
"" "468" "franc" "38" NA "(594) If with a capital of £500 a tradesman gain £50 in 7 months ,  in what time will he gain  , £60. 1oj. with a capital of ^385 ? (595) If the rent of land in France be 130 francs per hectare ,  calculate the rent per acre in English money ,  25 francs being equal to 20 shillings ,  and 100 hectares equal to 247 acres."
"" "468" "franc" "50" NA "(594) If with a capital of £500 a tradesman gain £50 in 7 months ,  in what time will he gain  , £60. 1oj. with a capital of ^385 ? (595) If the rent of land in France be 130 francs per hectare ,  calculate the rent per acre in English money ,  25 francs being equal to 20 shillings ,  and 100 hectares equal to 247 acres."
"" "479" "franc" "3" NA "(609) A franc being worth g%d. ,  find the sum of money which can be paid by an exact number of either shillings or francs ,  the number of francs exceeding the number of shillings by 27."
"" "479" "franc" "25" NA "(609) A franc being worth g%d. ,  find the sum of money which can be paid by an exact number of either shillings or francs ,  the number of francs exceeding the number of shillings by 27."
"" "479" "franc" "29" NA "(609) A franc being worth g%d. ,  find the sum of money which can be paid by an exact number of either shillings or francs ,  the number of francs exceeding the number of shillings by 27."
"" "524" "franc" "6" NA "(659) I buy corn in France at 29 francs per hectolitre  ;  at what price must I sell it in England per imperial bushel ,  so that at least I may not lose? The cost of freight is I franc per 100 hectolitres  ;  the commission is i\ per cent.  ;  insurance 1 per cent.  ;  the course of exchange 25 fr. 30 cent. for £l sterling  ;  and 64 imperial bushels = 22 hectolitres."
"" "524" "franc" "9" NA "(659) I buy corn in France at 29 francs per hectolitre  ;  at what price must I sell it in England per imperial bushel ,  so that at least I may not lose? The cost of freight is I franc per 100 hectolitres  ;  the commission is i\ per cent.  ;  insurance 1 per cent.  ;  the course of exchange 25 fr. 30 cent. for £l sterling  ;  and 64 imperial bushels = 22 hectolitres."
"" "524" "franc" "38" NA "(659) I buy corn in France at 29 francs per hectolitre  ;  at what price must I sell it in England per imperial bushel ,  so that at least I may not lose? The cost of freight is I franc per 100 hectolitres  ;  the commission is i\ per cent.  ;  insurance 1 per cent.  ;  the course of exchange 25 fr. 30 cent. for £l sterling  ;  and 64 imperial bushels = 22 hectolitres."
"" "527" "franc" "7" NA "(664) If 10 scudi =52-5 francs ,  16 shillings = 20 francs ,  and 12 carlini = 4s. 2d.  ;  how many carlini are equivalent to 500 scudi ?"
"" "527" "franc" "11" NA "(664) If 10 scudi =52-5 francs ,  16 shillings = 20 francs ,  and 12 carlini = 4s. 2d.  ;  how many carlini are equivalent to 500 scudi ?"
"" "549" "franc" "13" NA "(688) If 72 carlini be worth 25 shillings ,  4 shillings worth 5 francs ,  and 8 scudi worth 45 francs ,  how many carlini are equal to 100 scudi ?"
"" "549" "franc" "19" NA "(688) If 72 carlini be worth 25 shillings ,  4 shillings worth 5 francs ,  and 8 scudi worth 45 francs ,  how many carlini are equal to 100 scudi ?"
"" "623" "franc" "16" NA "(765) The railway fare from Paris to Rennes ,  a distance of 374 kilometres ,  is 23.05 francs. If a kilometre be equal to 1093 • 3 yards ,  and the exchange be 25 • 225 ,  compare this rate with the English parliamentary rate of 1d. per mile."
"" "651" "franc" "17" NA "(793) In England gunpowder is made of 75 parts nitre ,  10 sulphur ,  and 15 charcoal  ;  in France of 77 parts nitre ,  9 sulphur ,  and 14 charcoal : if half a ton of each be mixed ,  what weight of nitre ,  sulphur ,  and charcoal will there be in the compound ?"
"" "718" "franc" "6" NA "(864) The railway fare in France is 6 centimes a kilometre. If 8 kilometres be equal to 5 miles ,  and 2520 centimes be equal to £1 ,  compare this rate with the English parliamentary rate of id. per mile."
"" "847" "franc" "41" NA "(998) A merchant in London owes another in Petersburg a debt of 460 rubles ,  which must be remitted through Paris. He pays the requisite sum to his broker ,  at a time when the exchange between London and Paris is 23 francs for £1 ,  and between Paris and Petersburg 2 francs for 1 ruble. The remittance is delayed until the rates of exchange are 24 francs for £1 ,  and 3 francs for 2 rubles. What does the broker gain or lose by the transaction ? "
"" "847" "franc" "50" NA "(998) A merchant in London owes another in Petersburg a debt of 460 rubles ,  which must be remitted through Paris. He pays the requisite sum to his broker ,  at a time when the exchange between London and Paris is 23 francs for £1 ,  and between Paris and Petersburg 2 francs for 1 ruble. The remittance is delayed until the rates of exchange are 24 francs for £1 ,  and 3 francs for 2 rubles. What does the broker gain or lose by the transaction ? "
"" "847" "franc" "65" NA "(998) A merchant in London owes another in Petersburg a debt of 460 rubles ,  which must be remitted through Paris. He pays the requisite sum to his broker ,  at a time when the exchange between London and Paris is 23 francs for £1 ,  and between Paris and Petersburg 2 francs for 1 ruble. The remittance is delayed until the rates of exchange are 24 francs for £1 ,  and 3 francs for 2 rubles. What does the broker gain or lose by the transaction ? "
"" "847" "franc" "70" NA "(998) A merchant in London owes another in Petersburg a debt of 460 rubles ,  which must be remitted through Paris. He pays the requisite sum to his broker ,  at a time when the exchange between London and Paris is 23 francs for £1 ,  and between Paris and Petersburg 2 francs for 1 ruble. The remittance is delayed until the rates of exchange are 24 francs for £1 ,  and 3 francs for 2 rubles. What does the broker gain or lose by the transaction ? "
"" "92" "french" "3" NA "(3) The French franc is divided into 100 centimes and the Frankfort florin into 60 kreutzers. When the pound sterling is worth 25.50 francs in Paris ,  and 11 fl. 54 kr. at Frankfort ,  what is the worth of the napoleon in florins and kreutzers ?"
"" "95" "french" "23" NA "(6) If in London I get £1 for 25 francs 20 centimes ,  what shall I gain or lose per cent. by taking French money into Bavaria ,  where the exchange is 11 gulden 40 kreutzers for £1 ,  and 8 gulden 20 kreutzers for a napoleon  ;  a gulden being equal to 60 kreutzers ?"
"" "98" "french" "11" NA "(9) A person ,  on leaving England ,  exchanged his money for French money at the rate of 25 francs for a sovereign ,  and on arriving at Munich received 135 Bavarian gulden for 300 francs : what was his loss in English money ,  supposing a gulden to be worth is 85 1/2. ?"
"" "308" "french" "3" NA "(383) A French metre = 1-0936 of a yard ,  and a centimetre is the hundredth part of a metre. Find a centimetre in decimals of an inch to 4 places."
"" "372" "french" "34" NA "(476) If for a sovereign one can buy 11 gulden 12kreutzers or 25 • 5 francs ,  and for one zy-franc piece 9 gulden 20 kreutzers ,  how much per cent. is gained by buying French gold with English gold before buying German money? (N.B. 1 gulden = 60 kreutzers.)"
"" "478" "french" "3" NA "(608) A French metre contains 39.371 English inches ;  express to three decimal places an English mile in metres."
"" "777" "french" "6" NA "(929) A person bought a French watch ,  bearing a duty of 25 per cent.  ;  and sold it at a loss of 5 per cent.  ;  had he sold it for £.$ more ,  he would have cleared 1 per cent. on his bargain. What had the French maker for the watch ?"
"" "777" "french" "44" NA "(929) A person bought a French watch ,  bearing a duty of 25 per cent.  ;  and sold it at a loss of 5 per cent.  ;  had he sold it for £.$ more ,  he would have cleared 1 per cent. on his bargain. What had the French maker for the watch ?"
"" "372" "german" "41" NA "(476) If for a sovereign one can buy 11 gulden 12kreutzers or 25 • 5 francs ,  and for one zy-franc piece 9 gulden 20 kreutzers ,  how much per cent. is gained by buying French gold with English gold before buying German money? (N.B. 1 gulden = 60 kreutzers.)"
"" "776" "german" "9" NA "(928) An English mile is .2136 of a German mile. What time will a man ,  who walks 4 English miles an hour ,  take to walk a German mile ?"
"" "776" "german" "27" NA "(928) An English mile is .2136 of a German mile. What time will a man ,  who walks 4 English miles an hour ,  take to walk a German mile ?"
"" "6" "guinea" "6" NA "If a carrier receive two guineas for the carriage of 3 cwt. for 150 miles ,  how much ought he to receive for the carriage. of 7 cwt. 3 qr. 14 lb. for 50 miles ?"
"" "30" "guinea" "19" NA "(3) What sum must be paid to insure the cargo of a vessel ,  valued at £8350 ,  at 4 guineas per cent. ?"
"" "35" "guinea" "30" NA "(5) If ,  by selling goods for £136 ,  I lose 16 per cent. ,  how much per cent. should I have lost or gained ,  if I had sold them for 160 guineas ?"
"" "188" "guinea" "16" NA "(169) Add together 3} of a crown ,  ff-§ of half-a-sovereign ,  |i of a guinea ,  1 . 375 of a pound ,  and -23 often shillings."
"" "198" "guinea" "10" NA "(183) Express 3! crowns as the decimal of 7! guineas."
"" "252" "guinea" "4" NA "(277) If 8 guineas be expended in purchasing Brussels carpet ,  J yd. wide ,  at 3J. 6d. a yd. ,  for a room 20 ft. long and 16 ft. 9 in. broad  ;  how much of the floor will remain uncovered ?"
"" "261" "guinea" "21" NA "(299) A father left his eldest son £5000 more than he left his second son  ;  and the second son 1500 guineas more than he left his third  ;  his property was ^17 , 900. What did each son receive ?"
"" "264" "guinea" "7" NA "(307) Find the interest of 125 guineas for 2\ years at 4 per cent. : and the discount of £63. 15J. for 15 months at 5 per cent."
"" "279" "guinea" "4" NA "(336) If 2 guineas make 3 napoleons ,  and 15 rix-dollars make 4 napoleons ,  and 6' ducats make 7 rix-dollars ,  how many ducats are there in £490 ?"
"" "299" "guinea" "12" NA "(365) If the rent of 12 ac. 3 ro. is 16 guineas ,  find the rent of a farm of 288.46875 acres."
"" "424" "guinea" "7" NA "(544) If 16 darics make 17 guineas ,  19 guineas make 24 pistoles ,  31 pistoles make 38 sequins ,  then how many sequins are there in 1581 darics?"
"" "424" "guinea" "9" NA "(544) If 16 darics make 17 guineas ,  19 guineas make 24 pistoles ,  31 pistoles make 38 sequins ,  then how many sequins are there in 1581 darics?"
"" "437" "guinea" "8" NA "(559) By selling a horse for 37 guineas I lost l\ per cent.  ;  what must I have sold him for to have gained 125 per cent. ?"
"" "457" "guinea" "6" NA "(581) Reduce f of a guinea to the fraction of a pound  ;  and 20 feet 7\ inches to the fraction of a mile."
"" "512" "guinea" "41" NA "(645) What sum of money must be left in order that ,  after a legacy duty of 10 per cent. has been paid ,  the remainder being invested in the 3 per cents. at 91 ! may give a yearly income of 100 guineas."
"" "588" "guinea" "35" NA "(729) A man discounts a bill of .£180 drawn at 4 months at 60 per cent. per ann. ,  and insists on giving in part payment 5 dozen of wine ,  which he charges at 4 guineas a dozen ,  and a picture ,  which he charges at .£19. How much ready money does he pay ? If the cost to the man of the wine and the picture be only one-fourth of the sum he has charged for them ,  what is the real interest the man has been charging ?"
"" "600" "guinea" "6" NA "(742) What fraction of a guinea together with ^4.125 is equivalent to £$. I4*. ?"
"" "713" "guinea" "13" NA "(858) A certain quantity of bran will last 3 rabbits or 5 guinea pigs for a month : how long would it last 9 rabbits and 5 guinea pigs ?"
"" "713" "guinea" "27" NA "(858) A certain quantity of bran will last 3 rabbits or 5 guinea pigs for a month : how long would it last 9 rabbits and 5 guinea pigs ?"
"" "817" "guinea" "19" NA "(966) A person invests £2700 in 3I per cent. stock ,  so as to receive an income of 100 guineas : what is the price of the stock ?"
"tempdata" "89" "hamburg" "18" NA "(3) If 11 '65 Dutch florins are given for 24’42 francs ,  352 florins for 407 marks of Hamburg ,  and 583 marks for 32 silver rubles of Petersburg ;  how many francs should be given for 932 silver rubles?"
"tempdata" "52" "india" "8" NA "(4) By selling out £4500 in the India 5 per cent. stock at 112 1/2. ,  and investing the proceeds in Egyptian 7 per cent. stock ,  a person finds his income increased by £168. 15s. What is the price of the latter stock ?"
"" "267" "orang" "11" NA "(311) Find the gain or loss per cent. in buying oranges at $s. 6d. a hundred and selling them eight for 2~d."
"" "432" "orang" "9" NA "(554) A person bought a box of 100 oranges at 16 a shilling ,  just before a rise in price of 1id. a dozen. How much did he save by buying before the rise ?"
"" "542" "orang" "10" NA "(681) If 1 lb. of tea be worth 50 oranges ,  and 70 oranges be worth 84 lemons ,  what is the value of a pound of tea when a lemon is worth a penny ?"
"" "542" "orang" "13" NA "(681) If 1 lb. of tea be worth 50 oranges ,  and 70 oranges be worth 84 lemons ,  what is the value of a pound of tea when a lemon is worth a penny ?"
"" "608" "orang" "12" NA "(750) One-tenth of a rod is coloured red ,  one-twentieth orange ,  one-thirtieth yellow ,  one-fortieth green ,  one-fiftieth blue ,  one-sixtieth indigo ,  and the remainder ,  which is 302 inches long ,  violet ,  what is the length of the rod ?"
"tempdata" "88" "portug" "10" NA "(2) A merchant pays adebt of 4379 milrees in Portugal with £971. 11s. 9 3/4d.  ;  what is the course of exchange in pence per milree ?"
"" "91" "russian" "17" NA "(2) If £1 be worth 25 1/2 francs ,  and be also worth 2244 copeks in Russian money ,  what is the value of the napoleon in Russian copeks ? (N.B. —20 francs = 1 napoleon.)"
"" "91" "russian" "27" NA "(2) If £1 be worth 25 1/2 francs ,  and be also worth 2244 copeks in Russian money ,  what is the value of the napoleon in Russian copeks ? (N.B. —20 francs = 1 napoleon.)"
"" "389" "russian" "20" NA ". (497) A man sells out of the 3 per cent. Consols at 90 ,  and invests the proceeds in the Russian 4 per cents. at par ,  thereby adding £200 to his income. How much of the Russian stock does he hold ?"
"" "389" "russian" "36" NA ". (497) A man sells out of the 3 per cent. Consols at 90 ,  and invests the proceeds in the Russian 4 per cents. at par ,  thereby adding £200 to his income. How much of the Russian stock does he hold ?"
"" "504" "russian" "20" NA "(636) How many Swedish dollars and skillings ,  at I3\d. the dollar ,  must be given in exchange for 2 Russian rubles and 25 kopeks ,  at £s. 2d. to the ruble ,  a dollar being worth 48 skillings ,  and a ruble 100 kopeks ?"
"" "563" "russian" "7" NA "(703) A person ,  who has £1900 Russian 4 per cent. stock ,  sells out at 104 ,  and devotes .£962. 13*. to the purchase of 3 per cent. Consols at 95 ,  and lends the rest of the sum realised on mortgage. What interest must he ask for his money ,  that his income may be the same as before ?"
